manudur,rikisfang,atvinnugrein,fjoldi
2017-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,84
2017-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,93
2017-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,85
2017-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,88
2017-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,82
2017-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,86
2017-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,80
2018-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,79
2018-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,78
2018-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,73
2018-04,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,81
2018-05,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,84
2018-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,75
2018-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,80
2018-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,82
2018-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,92
2018-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,92
2018-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,97
2018-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,94
2019-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,103
2019-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,94
2019-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,109
2019-04,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,112
2019-05,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,112
2019-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,120
2019-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,118
2019-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,129
2019-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,130
2019-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,136
2019-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,137
2019-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,141
2020-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,150
2020-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,142
2020-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,186
2020-04,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,300
2020-05,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,262
2020-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,231
2020-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,235
2020-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,246
2020-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,248
2020-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,268
2020-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,263
2020-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,259
2021-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,272
2021-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,261
2021-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,251
2021-04,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,243
2021-05,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,232
2021-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,220
2021-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,203
2021-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,193
2021-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,178
2021-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,157
2021-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,149
2021-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,147
2022-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,145
2022-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,136
2022-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,132
2022-04,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,133
2022-05,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,113
2022-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,104
2022-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,103
2022-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,101
2022-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,92
2022-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,81
2022-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,78
2022-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,77
2023-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,81
2023-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,83
2023-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,77
2023-04,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,73
2023-05,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,71
2023-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,63
2023-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,58
2023-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,66
2023-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,64
2023-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,62
2023-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,62
2023-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,60
2024-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,57
2024-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,54
2024-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,53
2024-04,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,53
2024-05,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,63
2024-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,64
2024-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,67
2024-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,69
2024-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,72
2024-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,78
2024-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,79
2024-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,75
2025-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,78
2025-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,82
2025-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,75
2025-04,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,69
2025-05,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,65
2025-06,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,64
2025-07,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,60
2025-08,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,66
2025-09,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,69
2025-10,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,69
2025-11,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,74
2025-12,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,69
2026-01,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,76
2026-02,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,78
2026-03,Íslenskt ríkisfang,Fjármála- og vátryggingastarfsemi,104
2000-02,Íslenskt ríkisfang,Fasteignaviðskipti,4
2000-03,Íslenskt ríkisfang,Fasteignaviðskipti,4
2000-04,Íslenskt ríkisfang,Fasteignaviðskipti,4
2000-05,Íslenskt ríkisfang,Fasteignaviðskipti,5
2000-06,Íslenskt ríkisfang,Fasteignaviðskipti,5
2000-07,Íslenskt ríkisfang,Fasteignaviðskipti,4
2000-08,Íslenskt ríkisfang,Fasteignaviðskipti,5
2000-09,Íslenskt ríkisfang,Fasteignaviðskipti,4
2000-10,Íslenskt ríkisfang,Fasteignaviðskipti,3
2000-11,Íslenskt ríkisfang,Fasteignaviðskipti,4
2000-12,Íslenskt ríkisfang,Fasteignaviðskipti,4
2001-01,Íslenskt ríkisfang,Fasteignaviðskipti,3
2001-02,Íslenskt ríkisfang,Fasteignaviðskipti,5
2001-03,Íslenskt ríkisfang,Fasteignaviðskipti,5
2001-04,Íslenskt ríkisfang,Fasteignaviðskipti,6
2001-05,Íslenskt ríkisfang,Fasteignaviðskipti,7
2001-06,Íslenskt ríkisfang,Fasteignaviðskipti,7
2001-07,Íslenskt ríkisfang,Fasteignaviðskipti,7
2001-08,Íslenskt ríkisfang,Fasteignaviðskipti,8
2001-09,Íslenskt ríkisfang,Fasteignaviðskipti,8
2001-10,Íslenskt ríkisfang,Fasteignaviðskipti,10
2001-11,Íslenskt ríkisfang,Fasteignaviðskipti,8
2001-12,Íslenskt ríkisfang,Fasteignaviðskipti,8
2002-01,Íslenskt ríkisfang,Fasteignaviðskipti,8
2002-02,Íslenskt ríkisfang,Fasteignaviðskipti,10
2002-03,Íslenskt ríkisfang,Fasteignaviðskipti,13
2002-04,Íslenskt ríkisfang,Fasteignaviðskipti,10
2002-05,Íslenskt ríkisfang,Fasteignaviðskipti,10
2002-06,Íslenskt ríkisfang,Fasteignaviðskipti,10
2002-07,Íslenskt ríkisfang,Fasteignaviðskipti,8
2002-08,Íslenskt ríkisfang,Fasteignaviðskipti,8
2002-09,Íslenskt ríkisfang,Fasteignaviðskipti,8
2002-10,Íslenskt ríkisfang,Fasteignaviðskipti,11
2002-11,Íslenskt ríkisfang,Fasteignaviðskipti,13
2002-12,Íslenskt ríkisfang,Fasteignaviðskipti,16
2003-01,Íslenskt ríkisfang,Fasteignaviðskipti,18
2003-02,Íslenskt ríkisfang,Fasteignaviðskipti,15
2003-03,Íslenskt ríkisfang,Fasteignaviðskipti,14
2003-04,Íslenskt ríkisfang,Fasteignaviðskipti,16
2003-05,Íslenskt ríkisfang,Fasteignaviðskipti,20
2003-06,Íslenskt ríkisfang,Fasteignaviðskipti,18
2003-07,Íslenskt ríkisfang,Fasteignaviðskipti,15
2003-08,Íslenskt ríkisfang,Fasteignaviðskipti,17
2003-09,Íslenskt ríkisfang,Fasteignaviðskipti,17
2003-10,Íslenskt ríkisfang,Fasteignaviðskipti,19
2003-11,Íslenskt ríkisfang,Fasteignaviðskipti,20
2003-12,Íslenskt ríkisfang,Fasteignaviðskipti,25
2004-01,Íslenskt ríkisfang,Fasteignaviðskipti,26
2004-02,Íslenskt ríkisfang,Fasteignaviðskipti,25
2004-03,Íslenskt ríkisfang,Fasteignaviðskipti,24
2004-04,Íslenskt ríkisfang,Fasteignaviðskipti,25
2004-05,Íslenskt ríkisfang,Fasteignaviðskipti,28
2004-06,Íslenskt ríkisfang,Fasteignaviðskipti,23
2004-07,Íslenskt ríkisfang,Fasteignaviðskipti,19
2004-08,Íslenskt ríkisfang,Fasteignaviðskipti,25
2004-09,Íslenskt ríkisfang,Fasteignaviðskipti,23
2004-10,Íslenskt ríkisfang,Fasteignaviðskipti,21
2004-11,Íslenskt ríkisfang,Fasteignaviðskipti,24
2004-12,Íslenskt ríkisfang,Fasteignaviðskipti,25
2005-01,Íslenskt ríkisfang,Fasteignaviðskipti,20
2005-02,Íslenskt ríkisfang,Fasteignaviðskipti,20
2005-03,Íslenskt ríkisfang,Fasteignaviðskipti,21
2005-04,Íslenskt ríkisfang,Fasteignaviðskipti,20
2005-05,Íslenskt ríkisfang,Fasteignaviðskipti,18
2005-06,Íslenskt ríkisfang,Fasteignaviðskipti,14
2005-07,Íslenskt ríkisfang,Fasteignaviðskipti,15
2005-08,Íslenskt ríkisfang,Fasteignaviðskipti,16
2005-09,Íslenskt ríkisfang,Fasteignaviðskipti,15
2005-10,Íslenskt ríkisfang,Fasteignaviðskipti,10
2005-11,Íslenskt ríkisfang,Fasteignaviðskipti,11
2005-12,Íslenskt ríkisfang,Fasteignaviðskipti,9
2006-01,Íslenskt ríkisfang,Fasteignaviðskipti,4
2006-02,Íslenskt ríkisfang,Fasteignaviðskipti,5
2006-03,Íslenskt ríkisfang,Fasteignaviðskipti,7
2006-04,Íslenskt ríkisfang,Fasteignaviðskipti,10
2006-05,Íslenskt ríkisfang,Fasteignaviðskipti,8
2006-06,Íslenskt ríkisfang,Fasteignaviðskipti,9
2006-07,Íslenskt ríkisfang,Fasteignaviðskipti,14
2006-08,Íslenskt ríkisfang,Fasteignaviðskipti,9
2006-09,Íslenskt ríkisfang,Fasteignaviðskipti,11
2006-10,Íslenskt ríkisfang,Fasteignaviðskipti,11
2006-11,Íslenskt ríkisfang,Fasteignaviðskipti,12
2006-12,Íslenskt ríkisfang,Fasteignaviðskipti,14
2007-01,Íslenskt ríkisfang,Fasteignaviðskipti,13
2007-02,Íslenskt ríkisfang,Fasteignaviðskipti,10
2007-03,Íslenskt ríkisfang,Fasteignaviðskipti,11
2007-04,Íslenskt ríkisfang,Fasteignaviðskipti,10
2007-05,Íslenskt ríkisfang,Fasteignaviðskipti,12
2007-06,Íslenskt ríkisfang,Fasteignaviðskipti,12
2007-07,Íslenskt ríkisfang,Fasteignaviðskipti,10
2007-08,Íslenskt ríkisfang,Fasteignaviðskipti,9
2007-09,Íslenskt ríkisfang,Fasteignaviðskipti,9
2007-10,Íslenskt ríkisfang,Fasteignaviðskipti,6
2007-11,Íslenskt ríkisfang,Fasteignaviðskipti,9
2007-12,Íslenskt ríkisfang,Fasteignaviðskipti,8
2008-01,Íslenskt ríkisfang,Fasteignaviðskipti,7
2008-02,Íslenskt ríkisfang,Fasteignaviðskipti,6
2008-03,Íslenskt ríkisfang,Fasteignaviðskipti,8
2008-04,Íslenskt ríkisfang,Fasteignaviðskipti,11
2008-05,Íslenskt ríkisfang,Fasteignaviðskipti,16
2008-06,Íslenskt ríkisfang,Fasteignaviðskipti,17
2008-07,Íslenskt ríkisfang,Fasteignaviðskipti,20
2008-08,Íslenskt ríkisfang,Fasteignaviðskipti,27
2008-09,Íslenskt ríkisfang,Fasteignaviðskipti,34
2008-10,Íslenskt ríkisfang,Fasteignaviðskipti,56
2008-11,Íslenskt ríkisfang,Fasteignaviðskipti,90
2008-12,Íslenskt ríkisfang,Fasteignaviðskipti,124
2009-01,Íslenskt ríkisfang,Fasteignaviðskipti,180
2009-02,Íslenskt ríkisfang,Fasteignaviðskipti,222
2009-03,Íslenskt ríkisfang,Fasteignaviðskipti,248
2009-04,Íslenskt ríkisfang,Fasteignaviðskipti,258
2009-05,Íslenskt ríkisfang,Fasteignaviðskipti,260
2009-06,Íslenskt ríkisfang,Fasteignaviðskipti,253
2009-07,Íslenskt ríkisfang,Fasteignaviðskipti,245
2009-08,Íslenskt ríkisfang,Fasteignaviðskipti,228
2009-09,Íslenskt ríkisfang,Fasteignaviðskipti,210
2009-10,Íslenskt ríkisfang,Fasteignaviðskipti,210
2009-11,Íslenskt ríkisfang,Fasteignaviðskipti,201
2009-12,Íslenskt ríkisfang,Fasteignaviðskipti,203
2010-01,Íslenskt ríkisfang,Fasteignaviðskipti,195
2010-02,Íslenskt ríkisfang,Fasteignaviðskipti,188
2010-03,Íslenskt ríkisfang,Fasteignaviðskipti,176
2010-04,Íslenskt ríkisfang,Fasteignaviðskipti,174
2010-05,Íslenskt ríkisfang,Fasteignaviðskipti,175
2010-06,Íslenskt ríkisfang,Fasteignaviðskipti,167
2010-07,Íslenskt ríkisfang,Fasteignaviðskipti,159
2010-08,Íslenskt ríkisfang,Fasteignaviðskipti,152
2010-09,Íslenskt ríkisfang,Fasteignaviðskipti,145
2010-10,Íslenskt ríkisfang,Fasteignaviðskipti,149
2010-11,Íslenskt ríkisfang,Fasteignaviðskipti,143
2010-12,Íslenskt ríkisfang,Fasteignaviðskipti,137
2011-01,Íslenskt ríkisfang,Fasteignaviðskipti,134
2011-02,Íslenskt ríkisfang,Fasteignaviðskipti,142
2011-03,Íslenskt ríkisfang,Fasteignaviðskipti,146
2011-04,Íslenskt ríkisfang,Fasteignaviðskipti,132
2011-05,Íslenskt ríkisfang,Fasteignaviðskipti,133
2011-06,Íslenskt ríkisfang,Fasteignaviðskipti,128
2011-07,Íslenskt ríkisfang,Fasteignaviðskipti,128
2011-08,Íslenskt ríkisfang,Fasteignaviðskipti,126
2011-09,Íslenskt ríkisfang,Fasteignaviðskipti,123
2011-10,Íslenskt ríkisfang,Fasteignaviðskipti,121
2011-11,Íslenskt ríkisfang,Fasteignaviðskipti,121
2011-12,Íslenskt ríkisfang,Fasteignaviðskipti,115
2012-01,Íslenskt ríkisfang,Fasteignaviðskipti,104
2012-02,Íslenskt ríkisfang,Fasteignaviðskipti,105
2012-03,Íslenskt ríkisfang,Fasteignaviðskipti,98
2012-04,Íslenskt ríkisfang,Fasteignaviðskipti,99
2012-05,Íslenskt ríkisfang,Fasteignaviðskipti,92
2012-06,Íslenskt ríkisfang,Fasteignaviðskipti,80
2012-07,Íslenskt ríkisfang,Fasteignaviðskipti,84
2012-08,Íslenskt ríkisfang,Fasteignaviðskipti,91
2012-09,Íslenskt ríkisfang,Fasteignaviðskipti,88
2012-10,Íslenskt ríkisfang,Fasteignaviðskipti,88
2012-11,Íslenskt ríkisfang,Fasteignaviðskipti,86
2012-12,Íslenskt ríkisfang,Fasteignaviðskipti,84
2013-01,Íslenskt ríkisfang,Fasteignaviðskipti,72
2013-02,Íslenskt ríkisfang,Fasteignaviðskipti,66
2013-03,Íslenskt ríkisfang,Fasteignaviðskipti,65
2013-04,Íslenskt ríkisfang,Fasteignaviðskipti,60
2013-05,Íslenskt ríkisfang,Fasteignaviðskipti,61
2013-06,Íslenskt ríkisfang,Fasteignaviðskipti,58
2013-07,Íslenskt ríkisfang,Fasteignaviðskipti,54
2013-08,Íslenskt ríkisfang,Fasteignaviðskipti,53
2013-09,Íslenskt ríkisfang,Fasteignaviðskipti,49
2013-10,Íslenskt ríkisfang,Fasteignaviðskipti,43
2013-11,Íslenskt ríkisfang,Fasteignaviðskipti,46
2013-12,Íslenskt ríkisfang,Fasteignaviðskipti,47
2014-01,Íslenskt ríkisfang,Fasteignaviðskipti,49
2014-02,Íslenskt ríkisfang,Fasteignaviðskipti,52
2014-03,Íslenskt ríkisfang,Fasteignaviðskipti,56
2014-04,Íslenskt ríkisfang,Fasteignaviðskipti,60
2014-05,Íslenskt ríkisfang,Fasteignaviðskipti,52
2014-06,Íslenskt ríkisfang,Fasteignaviðskipti,51
2014-07,Íslenskt ríkisfang,Fasteignaviðskipti,49
2014-08,Íslenskt ríkisfang,Fasteignaviðskipti,52
2014-09,Íslenskt ríkisfang,Fasteignaviðskipti,49
2014-10,Íslenskt ríkisfang,Fasteignaviðskipti,47
2014-11,Íslenskt ríkisfang,Fasteignaviðskipti,48
2014-12,Íslenskt ríkisfang,Fasteignaviðskipti,52
2015-01,Íslenskt ríkisfang,Fasteignaviðskipti,48
2015-02,Íslenskt ríkisfang,Fasteignaviðskipti,57
2015-03,Íslenskt ríkisfang,Fasteignaviðskipti,54
2015-04,Íslenskt ríkisfang,Fasteignaviðskipti,53
2015-05,Íslenskt ríkisfang,Fasteignaviðskipti,49
2015-06,Íslenskt ríkisfang,Fasteignaviðskipti,44
2015-07,Íslenskt ríkisfang,Fasteignaviðskipti,44
2015-08,Íslenskt ríkisfang,Fasteignaviðskipti,47
2015-09,Íslenskt ríkisfang,Fasteignaviðskipti,38
2015-10,Íslenskt ríkisfang,Fasteignaviðskipti,41
2015-11,Íslenskt ríkisfang,Fasteignaviðskipti,44
2015-12,Íslenskt ríkisfang,Fasteignaviðskipti,43
2016-01,Íslenskt ríkisfang,Fasteignaviðskipti,48
2016-02,Íslenskt ríkisfang,Fasteignaviðskipti,42
2016-03,Íslenskt ríkisfang,Fasteignaviðskipti,45
2016-04,Íslenskt ríkisfang,Fasteignaviðskipti,44
2016-05,Íslenskt ríkisfang,Fasteignaviðskipti,40
2016-06,Íslenskt ríkisfang,Fasteignaviðskipti,38
2016-07,Íslenskt ríkisfang,Fasteignaviðskipti,31
2016-08,Íslenskt ríkisfang,Fasteignaviðskipti,31
2016-09,Íslenskt ríkisfang,Fasteignaviðskipti,25
2016-10,Íslenskt ríkisfang,Fasteignaviðskipti,31
2016-11,Íslenskt ríkisfang,Fasteignaviðskipti,28
2016-12,Íslenskt ríkisfang,Fasteignaviðskipti,28
2017-01,Íslenskt ríkisfang,Fasteignaviðskipti,35
2017-02,Íslenskt ríkisfang,Fasteignaviðskipti,35
2017-03,Íslenskt ríkisfang,Fasteignaviðskipti,35
2017-04,Íslenskt ríkisfang,Fasteignaviðskipti,38
2017-05,Íslenskt ríkisfang,Fasteignaviðskipti,44
2017-06,Íslenskt ríkisfang,Fasteignaviðskipti,42
2017-07,Íslenskt ríkisfang,Fasteignaviðskipti,46
2017-08,Íslenskt ríkisfang,Fasteignaviðskipti,45
2017-09,Íslenskt ríkisfang,Fasteignaviðskipti,43
2017-10,Íslenskt ríkisfang,Fasteignaviðskipti,41
2017-11,Íslenskt ríkisfang,Fasteignaviðskipti,39
2017-12,Íslenskt ríkisfang,Fasteignaviðskipti,37
2018-01,Íslenskt ríkisfang,Fasteignaviðskipti,42
2018-02,Íslenskt ríkisfang,Fasteignaviðskipti,44
2018-03,Íslenskt ríkisfang,Fasteignaviðskipti,38
2018-04,Íslenskt ríkisfang,Fasteignaviðskipti,40
2018-05,Íslenskt ríkisfang,Fasteignaviðskipti,39
2018-06,Íslenskt ríkisfang,Fasteignaviðskipti,35
2018-07,Íslenskt ríkisfang,Fasteignaviðskipti,32
2018-08,Íslenskt ríkisfang,Fasteignaviðskipti,31
2018-09,Íslenskt ríkisfang,Fasteignaviðskipti,31
2018-10,Íslenskt ríkisfang,Fasteignaviðskipti,34
2018-11,Íslenskt ríkisfang,Fasteignaviðskipti,36
2018-12,Íslenskt ríkisfang,Fasteignaviðskipti,42
2019-01,Íslenskt ríkisfang,Fasteignaviðskipti,48
2019-02,Íslenskt ríkisfang,Fasteignaviðskipti,46
2019-03,Íslenskt ríkisfang,Fasteignaviðskipti,48
2019-04,Íslenskt ríkisfang,Fasteignaviðskipti,45
2019-05,Íslenskt ríkisfang,Fasteignaviðskipti,52
2019-06,Íslenskt ríkisfang,Fasteignaviðskipti,48
2019-07,Íslenskt ríkisfang,Fasteignaviðskipti,45
2019-08,Íslenskt ríkisfang,Fasteignaviðskipti,48
2019-09,Íslenskt ríkisfang,Fasteignaviðskipti,49
2019-10,Íslenskt ríkisfang,Fasteignaviðskipti,47
2019-11,Íslenskt ríkisfang,Fasteignaviðskipti,52
2019-12,Íslenskt ríkisfang,Fasteignaviðskipti,57
2020-01,Íslenskt ríkisfang,Fasteignaviðskipti,62
2020-02,Íslenskt ríkisfang,Fasteignaviðskipti,69
2020-03,Íslenskt ríkisfang,Fasteignaviðskipti,92
2020-04,Íslenskt ríkisfang,Fasteignaviðskipti,408
2020-05,Íslenskt ríkisfang,Fasteignaviðskipti,304
2020-06,Íslenskt ríkisfang,Fasteignaviðskipti,165
2020-07,Íslenskt ríkisfang,Fasteignaviðskipti,129
2020-08,Íslenskt ríkisfang,Fasteignaviðskipti,141
2020-09,Íslenskt ríkisfang,Fasteignaviðskipti,139
2020-10,Íslenskt ríkisfang,Fasteignaviðskipti,167
2020-11,Íslenskt ríkisfang,Fasteignaviðskipti,176
2020-12,Íslenskt ríkisfang,Fasteignaviðskipti,178
2021-01,Íslenskt ríkisfang,Fasteignaviðskipti,176
2021-02,Íslenskt ríkisfang,Fasteignaviðskipti,170
2021-03,Íslenskt ríkisfang,Fasteignaviðskipti,160
2021-04,Íslenskt ríkisfang,Fasteignaviðskipti,161
2021-05,Íslenskt ríkisfang,Fasteignaviðskipti,138
2021-06,Íslenskt ríkisfang,Fasteignaviðskipti,98
2021-07,Íslenskt ríkisfang,Fasteignaviðskipti,86
2021-08,Íslenskt ríkisfang,Fasteignaviðskipti,76
2021-09,Íslenskt ríkisfang,Fasteignaviðskipti,70
2021-10,Íslenskt ríkisfang,Fasteignaviðskipti,65
2021-11,Íslenskt ríkisfang,Fasteignaviðskipti,62
2021-12,Íslenskt ríkisfang,Fasteignaviðskipti,72
2022-01,Íslenskt ríkisfang,Fasteignaviðskipti,73
2022-02,Íslenskt ríkisfang,Fasteignaviðskipti,69
2022-03,Íslenskt ríkisfang,Fasteignaviðskipti,66
2022-04,Íslenskt ríkisfang,Fasteignaviðskipti,63
2022-05,Íslenskt ríkisfang,Fasteignaviðskipti,52
2022-06,Íslenskt ríkisfang,Fasteignaviðskipti,52
2022-07,Íslenskt ríkisfang,Fasteignaviðskipti,53
2022-08,Íslenskt ríkisfang,Fasteignaviðskipti,56
2022-09,Íslenskt ríkisfang,Fasteignaviðskipti,54
2022-10,Íslenskt ríkisfang,Fasteignaviðskipti,51
2022-11,Íslenskt ríkisfang,Fasteignaviðskipti,42
2022-12,Íslenskt ríkisfang,Fasteignaviðskipti,45
2023-01,Íslenskt ríkisfang,Fasteignaviðskipti,62
2023-02,Íslenskt ríkisfang,Fasteignaviðskipti,63
2023-03,Íslenskt ríkisfang,Fasteignaviðskipti,60
2023-04,Íslenskt ríkisfang,Fasteignaviðskipti,55
2023-05,Íslenskt ríkisfang,Fasteignaviðskipti,48
2023-06,Íslenskt ríkisfang,Fasteignaviðskipti,45
2023-07,Íslenskt ríkisfang,Fasteignaviðskipti,47
2023-08,Íslenskt ríkisfang,Fasteignaviðskipti,46
2023-09,Íslenskt ríkisfang,Fasteignaviðskipti,39
2023-10,Íslenskt ríkisfang,Fasteignaviðskipti,48
2023-11,Íslenskt ríkisfang,Fasteignaviðskipti,64
2023-12,Íslenskt ríkisfang,Fasteignaviðskipti,64
2024-01,Íslenskt ríkisfang,Fasteignaviðskipti,60
2024-02,Íslenskt ríkisfang,Fasteignaviðskipti,60
2024-03,Íslenskt ríkisfang,Fasteignaviðskipti,62
2024-04,Íslenskt ríkisfang,Fasteignaviðskipti,55
2024-05,Íslenskt ríkisfang,Fasteignaviðskipti,47
2024-06,Íslenskt ríkisfang,Fasteignaviðskipti,46
2024-07,Íslenskt ríkisfang,Fasteignaviðskipti,61
2024-08,Íslenskt ríkisfang,Fasteignaviðskipti,88
2024-09,Íslenskt ríkisfang,Fasteignaviðskipti,81
2024-10,Íslenskt ríkisfang,Fasteignaviðskipti,72
2024-11,Íslenskt ríkisfang,Fasteignaviðskipti,51
2024-12,Íslenskt ríkisfang,Fasteignaviðskipti,51
2025-01,Íslenskt ríkisfang,Fasteignaviðskipti,60
2025-02,Íslenskt ríkisfang,Fasteignaviðskipti,52
2025-03,Íslenskt ríkisfang,Fasteignaviðskipti,49
2025-04,Íslenskt ríkisfang,Fasteignaviðskipti,52
2025-05,Íslenskt ríkisfang,Fasteignaviðskipti,48
2025-06,Íslenskt ríkisfang,Fasteignaviðskipti,42
2025-07,Íslenskt ríkisfang,Fasteignaviðskipti,39
2025-08,Íslenskt ríkisfang,Fasteignaviðskipti,41
